5202403969,30070461,12/4/2019,0.3,0.2,0.5,1.6,1,0.7,0.5,0.6,0.7,0.8,0.5,0.7,0.8,2.6,1.2,1.5,1.4,1.4,0.2,0.2,0.1,0.1,0.2,0.1,0.5,0.4,0.4,0.5,0.5,0.5,1.7,1.6,1.6,1.3,1.2,1,1.7,1.9,1.1,1,3.1,1.3,1.1,2,1.3,2.3,0.6,0.4
5202403969,30070461,12/3/2019,0.2,0.2,0.2,0.7,0.6,0.6,0.6,1.6,0.8,0.8,0.5,1.4,1.8,1.5,2.5,1.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,1.5,0.7,1.7,0.3,0.4,0.4,1,1.6,1.5,1.6,1.4,1.3,0.9,2.2,2.1,1,1.1,1,0.6,0.8,1.1,1.1,0.4,0.3
5202403969,30070461,12/2/2019,0.4,0.2,0.3,0.5,1.4,1.3,0.6,0.6,0.7,0.8,1,0.5,0.5,2.3,2.7,1.7,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.7,1.5,1.4,1.5,1.3,1.4,1.6,1.5,0.7,1.1,1.1,1,1.1,1.1,3.3,1.4,0.8,0.2,0.6
5202403969,30070461,12/1/2019,0.2,0.2,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.7,1.7,0.7,1,2.4,1.4,0.8,0.3,0.3,0.4,2.4,0.7,0.4,4.1,1.6,1,1.1,2.8,2.5,1.6,1.5,1.8,1.1,1,0.9,0.9,1.3,0.9,2.9,1.1,1.1,1.2,1.1,1.1,0.6,0.3
5202403969,30070461,11/30/2019,0.2,0.2,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.5,2.5,1.4,0.9,1.9,0.7,0.3,0.4,0.3,1.5,1.6,1.9,3.9,3.8,1,1.9,1.1,0.9,0.4,1.8,0.6,0.8,0.8,0.7,0.8,0.8,0.7,0.8,0.9,0.9,0.7,0.9,0.9,1.8,0.7,0.8,0.2,0.2
5202403969,30070461,11/29/2019,0.4,0.5,0.5,0.4,0.5,0.6,0.7,0.7,0.6,0.5,0.6,0.8,0.7,0.5,0.9,0.6,0.5,1.5,0.2,0.5,0.3,2.3,2.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,1,1.4,1.4,2.2,1,0.5,0.9,0.9,0.7,0.7,1,2.6,1.9,1,1,0.3,0.2
5202403969,30070461,11/28/2019,0.6,0.6,2,1,0.6,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.6,0.2,1.5,0.4,0.2,0.5,1.4,1.6,2.1,2.5,1.8,1.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.3,1.4,1.1,1,0.9,0.7,0.7,1.8,0.8,0.7,0.6,0.8,0.4,1.3,0.2,0.2
5202403969,30070461,11/27/2019,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.6,1.7,2.2,0.8,0.6,1.4,1.7,2.5,2.8,0.5,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.3,1.6,2,1,0.6,0.3,0.5,0.5,0.5,1.3,0.5,0.5,1.3,1.6,1.1,0.8,0.8
5202403969,30070461,11/26/2019,0.2,0.5,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,1.5,1.4,0.4,0.5,0.3,2,1.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.8,0.8,1.6,1.2,0.8,0.7,0.8,0.8,0.7,1.2,1.7,2.3,1,0.9,2.1,1.7,0.2,0.2
5202403969,30070461,11/25/2019,0.2,0.2,0.5,0.7,0.7,0.6,0.6,0.8,0.6,0.7,2.2,0.9,0.7,2.6,3,1.7,0.4,0.3,0.2,0.3,0.3,0.2,0.2,0.2,2,0.2,0.2,0.1,0.3,0.3,0.3,0.7,1.6,1.3,1,0.5,0.6,0.4,0.5,1.3,2.8,1.6,1.1,1.8,1.6,1.6,0.2,0.3
